	One Hot Encoding	Number of Compounds	Yield
1185	0 3 5 18 24 32	50	0.7029330198999999
1186	0 11 12 15 19 48	50	0.0388663609
1187	0 2 3 7 15 44	50	0.03932288397
1188	0 3 9 16 17 46	50	0.0012177386300000002
1189	0 9 10 19 25 26	50	0.5097511306
1190	0 2 4 13 21 23	50	0.8380386815
1191	0 3 17 18 33 37	50	0.4604956103
1192	0 2 5 6 14 19	50	0.0
1193	0 2 5 13 24 29	50	0.8642573792
1194	0 3 9 15 34 44	50	0.15007905119999998
1195	0 3 10 18 26 27	50	0.2675645727
1196	0 2 3 17 25 37	50	0.5234346738
1197	0 3 9 23 28 43	50	0.039634501530000005
1198	0 2 13 17 30 37	50	0.5423706273
1199	0 3 8 10 12 45	50	0.6460847653
1200	0 12 17 19 22 37	50	0.03292807267
1201	0 3 4 12 21 23	50	0.48477174479999996
1202	0 11 12 13 15 42	50	0.0468080841
1203	0 5 9 19 24 47	50	0.4476424476
1204	0 11 12 13 15 48	50	0.09564949768999999
1205	0 5 6 9 19 48	50	0.4848749388
1206	0 2 13 17 32 41	50	0.4631398784
1207	0 3 18 23 36 46	50	0.11727826050000001
1208	0 12 13 15 22 44	50	0.2908430143
1209	0 2 10 13 26 38	50	0.5028049867000001
1210	0 13 16 17 18 49	50	0.01858400826
1211	0 3 9 22 23 28	50	0.1722825534
1212	0 2 3 15 35 39	50	0.307124479
1213	0 2 10 13 31 35	50	0.00490842961
1214	0 2 3 15 34 44	50	0.1574680272
1215	0 5 12 13 24 49	50	0.895987779
1216	0 12 13 16 17 29	50	0.00568210949
1217	0 1 2 5 13 34	50	0.8907661609
1218	0 13 15 18 38 39	50	0.42684624109999997
1219	0 10 12 19 26 35	50	0.5063065751
1220	0 12 19 23 28 40	50	0.04069080612
1221	0 2 3 17 37 45	50	0.4771300168
1222	0 10 12 13 22 31	50	0.07689322987000001
1223	0 3 18 23 34 36	50	0.7679526890999999
1224	0 9 13 21 23 25	50	0.3581675951
1225	0 2 3 21 23 45	50	0.5286647450999999
1226	0 2 13 17 37 47	50	0.4383894822
1227	0 9 13 15 39 45	50	0.435835106
1228	0 1 3 5 9 14	50	0.0
1229	0 3 12 17 25 41	50	0.3740734019
1230	0 3 12 23 28 46	50	0.06968372781
1231	0 3 12 16 17 40	50	0.005721887320000001
1232	0 9 13 21 23 42	50	0.18118864699999998
1233	0 3 9 17 37 45	50	0.16649664960000002
1234	0 1 2 5 13 43	50	0.6767136055999999
1235	0 2 8 10 13 47	50	0.7490352782999999
1236	0 2 19 23 36 40	50	0.5916216512
1237	0 9 10 13 14 31	50	0.03525705852
1238	0 8 9 10 19 45	50	0.371696242
1239	0 12 13 20 23 36	50	0.8723754499999999
1240	0 7 9 11 15 19	50	0.07131859569
1241	0 3 12 21 23 27	50	0.7056509529
1242	0 2 13 23 33 36	50	0.8220776042
1243	0 2 17 19 25 37	50	0.43344125850000004
1244	0 5 12 19 22 24	50	0.3605690183
1245	0 9 15 19 42 44	50	0.2839895545
1246	0 5 12 19 24 49	50	0.4763381676
1247	0 2 5 13 24 43	50	0.9903446213
1248	0 11 12 13 15 38	50	0.03638207936
1249	0 5 13 18 24 35	50	0.8649714530999999
1250	0 3 11 12 15 43	50	0.01297818598
1251	0 9 15 19 35 39	50	0.2699117029
1252	0 9 13 23 28 48	50	0.06351542297
1253	0 3 8 9 10 38	50	0.6450667156000001
1254	0 3 9 23 27 36	50	0.6466756981999999
1255	0 2 10 13 29 31	50	0.00727174946
1256	0 3 9 15 38 44	50	0.32877806190000003
1257	0 1 5 12 13 25	50	0.8776406197
1258	0 3 15 18 29 44	50	0.1679477369
1259	0 11 12 13 15 25	50	0.1821528105
1260	0 3 9 11 15 43	50	0.03606676847
1261	0 3 5 12 24 40	50	0.5817261114
1262	0 5 6 13 18 40	50	0.7870773698000001
1263	0 13 18 23 28 42	50	0.3962688642
1264	0 5 6 7 12 13	50	0.4616924796
1265	0 5 12 19 24 42	50	0.6515148191
1266	0 3 9 23 28 33	50	0.1804784884
1267	0 2 8 10 13 35	50	0.6971995068000001
1268	0 5 12 13 24 27	50	0.9999999
1269	0 2 13 17 27 37	50	0.2852881836
1270	0 10 12 13 26 42	50	0.6499704828999999
1271	0 9 19 23 28 30	50	0.1846342998
1272	0 3 10 12 31 35	50	0.04950264204
1273	0 10 12 19 30 31	50	0.024615394109999997
1274	0 5 9 13 24 34	50	0.6488423444
1275	0 10 12 13 14 31	50	0.1365409275
1276	0 3 5 9 14 24	50	0.0
1277	0 9 13 16 17 35	50	0.0
1278	0 3 5 6 18 42	50	0.3888072897
1279	0 10 13 18 26 40	50	0.39550349630000003
1280	0 3 12 23 28 40	50	0.1353376242
1281	0 3 4 12 23 28	50	0.08990373152
1282	0 18 19 21 23 27	50	0.7800495065999999
1283	0 3 12 21 23 47	50	0.1780357266
1284	0 2 17 19 37 45	50	0.4029418927
1285	0 3 8 9 10 43	50	0.7096873006000001
1286	0 13 18 23 28 47	50	0.4456568658
1287	0 7 12 13 23 36	50	0.7018702806
1288	0 3 11 15 18 46	50	0.1005139356
1289	0 2 3 23 33 36	50	0.6272600185999999
1290	0 9 16 17 19 22	50	0.0
1291	0 2 4 11 13 15	50	0.1068115857
1292	0 3 11 15 18 42	50	0.09616112883
1293	0 9 13 17 37 38	50	0.08034140762
1294	0 2 10 13 26 46	50	0.1046965924
1295	0 9 13 14 23 36	50	0.1854827099
1296	0 3 11 12 15 46	50	0.02887815395
1297	0 9 10 13 29 31	50	0.020670242749999998
1298	0 3 12 21 23 40	50	0.5360304102000001
1299	0 2 17 19 38 41	50	0.3999682926
1300	0 9 19 21 23 45	50	0.26587513170000004
1301	0 3 5 12 24 43	50	0.6637274182999999
1302	0 2 11 13 15 30	50	0.2868684159
1303	0 5 6 7 12 19	50	0.2495867786
1304	0 10 18 19 31 46	50	0.0
1305	0 9 10 13 14 26	50	0.17858716470000002
1306	0 5 6 13 18 27	50	0.9309950718
1307	0 9 13 23 36 38	50	0.4200065126
1308	0 12 13 23 28 46	50	0.0
1309	0 1 2 3 5 29	50	0.2150066765
1310	0 2 10 19 31 38	50	0.0069559906400000005
1311	0 8 10 13 18 30	50	0.7926160686999999
1312	0 10 12 19 26 43	50	0.5004747607
1313	0 12 15 19 30 39	50	0.4729404915
1314	0 3 17 18 37 49	50	0.2735092133
1315	0 1 3 5 12 46	50	0.13201299519999998
1316	0 2 5 6 13 35	50	0.6599016493000001
1317	0 3 7 15 18 39	50	0.1181277895
1318	0 9 19 21 23 49	50	0.05972926182
1319	0 3 12 21 23 38	50	0.4763735715
1320	0 5 6 13 18 30	50	0.9126694462999999
1321	0 2 5 6 19 20	50	0.4659177534
1322	0 2 3 23 36 48	50	0.1436737015
1323	0 5 6 12 13 46	50	0.4823235239000001
1324	0 11 15 18 19 35	50	0.1226279814
1325	0 8 10 12 19 20	50	0.6594190972999999
1326	0 1 4 5 9 13	50	0.32165310550000004
1327	0 3 5 6 9 25	50	0.1756349703
1328	0 3 5 18 24 38	50	0.7395050648999999
1329	0 3 10 18 26 47	50	0.661081674
1330	0 2 3 5 6 46	50	0.04952408524
1331	0 4 10 12 13 31	50	0.0718319285
1332	0 2 19 23 28 42	50	0.030638602169999998
1333	0 3 4 15 18 44	50	0.2300642082
1334	0 3 12 15 34 44	50	0.28328464010000004
1335	0 4 13 18 23 36	50	0.8440416295000001
1336	0 12 13 21 23 30	50	0.8958664980000001
1337	0 2 16 17 19 43	50	0.0
1338	0 2 3 23 34 36	50	0.6208187356
1339	0 2 3 21 23 29	50	0.17656114960000002
1340	0 3 15 18 20 39	50	0.0
1341	0 11 12 15 19 30	50	0.2585124884
1342	0 2 13 15 38 44	50	0.3153029931
1343	0 9 11 13 15 42	50	0.1165330714
1344	0 3 9 15 44 48	50	0.147478961
1345	0 10 13 18 31 49	50	0.1131698923
1346	0 1 5 12 13 45	50	0.8469021766
1347	0 3 5 6 18 45	50	0.7633726193000001
1348	0 3 10 18 31 47	50	0.1251112995
1349	0 7 9 13 17 41	50	0.03936030958
1350	0 1 2 5 19 45	50	0.45307385159999997
1351	0 2 3 23 28 35	50	0.00868429678
1352	0 3 5 6 12 35	50	0.7360085469000001
1353	0 3 9 23 28 46	50	0.0323775549
1354	0 9 10 19 26 48	50	0.188690087
1355	0 10 13 18 20 31	50	0.02853941347
1356	0 9 19 21 23 30	50	0.3680966237
1357	0 1 5 12 13 20	50	0.8493002270000001
1358	0 1 3 5 18 32	50	0.6365319734
1359	0 2 5 13 24 32	50	0.8623315653
1360	0 8 10 12 19 43	50	0.7462438876
1361	0 12 13 16 17 32	50	0.0
1362	0 2 3 15 20 39	50	0.1215190247
1363	0 3 9 10 22 26	50	0.19334245449999998
1364	0 12 17 19 37 43	50	0.2402819715
1365	0 3 5 6 9 30	50	0.1224156469
1366	0 2 3 17 41 45	50	0.5476985941
1367	0 2 13 16 17 29	50	0.0025645154699999997
1368	0 4 12 13 17 41	50	0.4957379186
1369	0 9 13 23 25 28	50	0.1165114169
1370	0 3 8 9 10 22	50	0.1244362591
1371	0 9 13 16 17 25	50	0.00389738186
1372	0 3 12 16 17 42	50	0.00295056228
1373	0 12 13 23 28 48	50	0.2186178566
1374	0 3 5 9 24 42	50	0.19494520710000002
1375	0 13 18 23 28 30	50	0.6326443611
1376	0 3 18 23 28 35	50	0.08776630533
1377	0 3 7 9 21 23	50	0.045468192879999994
1378	0 12 13 17 38 41	50	0.4997942971
1379	0 3 5 9 24 45	50	0.2698890626
1380	0 3 9 23 28 47	50	0.387528241
1381	0 9 11 15 19 46	50	0.0
1382	0 9 19 21 23 29	50	0.06251282484000001
1383	0 12 17 19 29 41	50	0.33665165659999996
1384	0 2 3 4 16 17	50	0.0
1385	0 2 3 21 23 30	50	0.01707595349
1386	0 7 13 18 23 28	50	0.26579936989999997
1387	0 3 5 6 18 46	50	0.2166443641
1388	0 1 5 12 13 49	50	0.8010225068000001
1389	0 5 6 18 19 40	50	0.5121151631
1390	0 3 8 10 18 34	50	0.6341514905
1391	0 2 3 15 33 39	50	0.29686656219999996
1392	0 1 3 5 18 30	50	0.5285443039
1393	0 5 13 18 24 42	50	0.7952732953999999
1394	0 3 12 23 28 42	50	0.01859601121
1395	0 2 17 19 41 42	50	0.371376218
1396	0 8 9 10 19 43	50	0.3181837229
1397	0 9 13 17 37 49	50	0.0179441071
1398	0 4 8 9 10 19	50	0.35153745630000005
1399	0 2 16 17 19 48	50	0.0
1400	0 2 15 19 38 44	50	0.2624845362
1401	0 13 15 18 33 44	50	0.4060161129
1402	0 3 15 18 39 48	50	0.1681589184
1403	0 3 9 15 20 44	50	0.0029652464500000003
1404	0 8 9 10 19 22	50	0.03546985039
1405	0 15 18 19 27 39	50	0.4856121582
1406	0 3 12 17 34 41	50	0.6098476598
1407	0 2 3 10 30 31	50	0.04246823607
1408	0 12 13 23 28 40	50	0.02394294255
1409	0 2 19 21 23 49	50	0.4058293806
1410	0 9 13 22 23 28	50	0.04247160433
1411	0 11 12 15 19 46	50	0.0
1412	0 3 12 23 33 36	50	0.5596628365
1413	0 2 3 5 24 25	50	0.9429690562
1414	0 3 17 18 27 37	50	0.16390305859999998
1415	0 13 15 18 42 44	50	0.35889877740000004
1416	0 12 19 23 35 36	50	0.6648281999
1417	0 2 5 13 24 40	50	0.8349602396
1418	0 18 19 23 29 36	50	0.6218465229
1419	0 3 9 23 25 36	50	0.16848419790000002
1420	0 2 3 17 37 48	50	0.1229594301
1421	0 3 9 15 33 39	50	0.4271521565
1422	0 5 12 13 24 29	50	0.8394468409
1423	0 2 10 13 26 48	50	0.5996800012
1424	0 2 16 17 19 40	50	0.0
1425	0 10 12 13 31 40	50	0.06880494812999999
1426	0 2 3 17 38 41	50	0.4795299992000001
1427	0 3 9 20 23 36	50	0.0
1428	0 3 16 17 18 42	50	0.02579332416
1429	0 2 13 17 41 43	50	0.5753990104
1430	0 9 15 19 39 48	50	0.3815573638000001
1431	0 3 9 21 23 33	50	0.2357347354
1432	0 17 18 19 33 37	50	0.3622635154
1433	0 3 12 23 36 38	50	0.5216406686
1434	0 12 13 15 38 44	50	0.3520060583
1435	0 3 17 18 32 37	50	0.45776892210000003
1436	0 9 11 15 19 30	50	0.2442152468
1437	0 2 3 23 28 40	50	0.1674814495
1438	0 11 12 15 19 38	50	0.038492006489999994
1439	0 2 10 13 31 43	50	0.005449841750000001
1440	0 3 5 6 18 35	50	0.6997972981999999
1441	0 9 19 21 23 47	50	0.3289151252
1442	0 3 12 15 44 45	50	0.33095159459999995
1443	0 12 17 19 22 41	50	0.2304423411
1444	0 12 19 23 27 36	50	0.7115077458000001
1445	0 17 18 19 41 47	50	0.352237201
1446	0 9 11 15 19 49	50	0.1387079949
1447	0 2 3 21 23 48	50	0.136465536
1448	0 3 16 17 18 40	50	0.01924092177
1449	0 5 12 19 24 30	50	0.9120970452
1450	0 9 14 16 17 19	50	0.0
1451	0 2 3 15 44 47	50	0.1911941212
1452	0 2 13 21 23 33	50	0.7381395250999999
1453	0 2 3 11 15 33	50	0.00552049908
1454	0 12 13 14 16 17	50	0.007883557690000001
1455	0 3 18 23 28 46	50	0.12148756890000001
1456	0 2 5 6 13 22	50	0.4914544471
1457	0 9 10 19 31 49	50	0.02570236026
1458	0 3 9 16 17 25	50	0.004711041599999999
1459	0 13 17 18 22 37	50	0.2162255716
1460	0 3 5 9 24 29	50	0.17063612169999998
1461	0 2 3 5 24 27	50	0.27247370390000003
1462	0 3 11 15 18 25	50	0.3176101887
1463	0 3 9 11 15 25	50	0.05928429551
1464	0 2 3 5 24 48	50	0.2416256349
1465	0 5 6 9 13 30	50	0.5830938102000001
1466	0 3 15 18 30 39	50	0.4471241275
1467	0 5 9 19 24 35	50	0.38855209079999997
1468	0 2 19 23 34 36	50	0.6388080478
1469	0 2 3 11 15 32	50	0.011593912659999999
1470	0 9 19 23 28 29	50	0.02419663487
1471	0 3 9 16 17 27	50	0.01856863727
1472	0 10 13 18 29 31	50	0.1125502625
1473	0 8 10 12 19 38	50	0.6203548199000001
1474	0 2 13 17 22 37	50	0.2441645938
1475	0 2 3 23 36 47	50	0.6567896113
1476	0 9 16 17 19 27	50	0.0
1477	0 15 18 19 30 44	50	0.5422375463
1478	0 12 13 15 33 44	50	0.38537471100000004
1479	0 4 8 10 12 13	50	0.7976639273
1480	0 1 2 3 5 48	50	0.161585109
1481	0 3 18 20 23 28	50	0.0
1482	0 3 5 12 24 34	50	0.7930639259000001
1483	0 1 5 12 13 35	50	0.7469880741999999
1484	0 5 18 19 24 32	50	0.6093427362
1485	0 12 16 17 19 22	50	0.0
1486	0 12 13 23 36 40	50	0.8155614964
1487	0 13 17 18 37 38	50	0.47374711950000004
1488	0 9 13 21 23 45	50	0.325166032
1489	0 3 5 6 12 47	50	0.7611415284
1490	0 5 6 13 18 29	50	0.7962575679
1491	0 10 12 19 31 32	50	0.0412761042
1492	0 5 6 9 19 43	50	0.5363578043
1493	0 3 15 18 32 44	50	0.4052594956
1494	0 3 11 15 18 40	50	0.10162907189999999
1495	0 3 8 10 12 27	50	0.2542117806
1496	0 1 3 5 18 38	50	0.7014701033999999
1497	0 4 10 18 19 31	50	0.04451923676
1498	0 1 3 5 18 29	50	0.2724876847
1499	0 12 15 19 35 39	50	0.36441380630000003
1500	0 3 15 18 27 44	50	0.1874350865
1501	0 3 9 11 15 33	50	0.1840035471
1502	0 3 16 17 18 47	50	0.02495636052
1503	0 3 9 23 36 48	50	0.1317521743
1504	0 9 13 16 17 33	50	0.0
1505	0 5 6 12 19 32	50	0.6316520406
1506	0 4 12 13 15 39	50	0.4552244321
1507	0 13 18 20 23 36	50	0.8331333267000001
1508	0 9 10 13 20 26	50	0.2314452899
1509	0 10 12 14 19 31	50	0.008551124719999999
1510	0 9 13 15 39 48	50	0.3957783871
1511	0 2 3 10 26 46	50	0.07242678118
1512	0 16 17 18 19 40	50	0.0
1513	0 5 13 18 24 38	50	0.8468245385000001
1514	0 9 15 19 35 44	50	0.24088915739999997
1515	0 3 12 23 36 48	50	0.1512671706
1516	0 1 5 18 19 25	50	0.7663515592
1517	0 2 3 21 23 34	50	0.25790720359999997
1518	0 12 17 19 20 37	50	0.312588772
1519	0 17 18 19 32 41	50	0.328144383
1520	0 9 19 21 23 38	50	0.181199602
1521	0 5 6 12 19 29	50	0.4424461772
1522	0 12 13 16 17 47	50	0.01226874544
1523	0 10 13 18 31 35	50	0.00609947969
1524	0 3 17 18 37 45	50	0.4455887608
1525	0 2 3 23 30 36	50	0.027337287410000004
1526	0 12 13 14 23 36	50	0.3339106531
1527	0 10 18 19 20 31	50	0.02408749938
1528	0 2 3 8 10 29	50	0.276859428
1529	0 13 15 18 43 44	50	0.5359986981
1530	0 2 10 19 27 31	50	0.006204804079999999
1531	0 3 7 12 17 41	50	0.1242396719
1532	0 2 13 15 20 39	50	0.5249415636
1533	0 3 17 18 22 41	50	0.19378972239999998
1534	0 3 9 11 15 40	50	0.08599290828
1535	0 13 15 18 39 42	50	0.4636906778
1536	0 3 5 18 24 29	50	0.3729673945000001
1537	0 12 14 16 17 19	50	0.0
1538	0 3 11 12 15 40	50	0.17354375439999994
1539	0 2 3 5 24 46	50	0.06244420828
1540	0 12 19 23 28 47	50	0.2561137798
1541	0 2 10 13 26 33	50	0.6368559531
1542	0 9 15 19 29 44	50	0.2230541273
1543	0 2 3 21 23 43	50	0.5456358173
1544	0 9 13 23 36 45	50	0.4733481015
1545	0 12 13 15 39 43	50	0.4665993060000001
1546	0 13 16 17 18 42	50	0.00857255308
1547	0 10 12 19 31 43	50	0.0
1548	0 5 7 13 18 24	50	0.8621496370999999
1549	0 12 13 23 36 48	50	0.9295670274
1550	0 3 10 12 26 29	50	0.2442477517
1551	0 12 16 17 19 40	50	0.0
1552	0 3 15 18 39 40	50	0.1156918225
1553	0 7 13 17 18 37	50	0.31154572280000004
1554	0 9 13 17 37 42	50	0.04057606053999999
1555	0 3 12 23 36 40	50	0.5845828833
1556	0 3 12 15 22 44	50	0.1082736056
1557	0 5 6 9 14 19	50	0.014373465540000003
1558	0 3 5 6 9 42	50	0.2004239857
1559	0 2 3 4 10 31	50	0.0066547915
1560	0 12 19 23 36 46	50	0.1224697181
1561	0 2 19 21 23 42	50	0.438122723
1562	0 7 12 13 17 41	50	0.4358283319
1563	0 3 7 9 15 39	50	0.08674987339
1564	0 3 9 11 15 32	50	0.06701918030000001
1565	0 1 5 18 19 30	50	0.8058863006
1566	0 12 13 17 22 37	50	0.267810647
1567	0 2 17 19 41 46	50	0.06894237827000001
1568	0 12 13 15 35 44	50	0.3734827699
1569	0 15 18 19 32 44	50	0.3629421793
1570	0 1 2 5 19 38	50	0.2769709095
1571	0 2 3 16 17 20	50	0.0
1572	0 3 9 10 14 26	50	0.0
1573	0 9 10 19 31 48	50	0.028461644700000007
1574	0 8 10 13 18 47	50	0.7258292154999999
1575	0 9 13 21 22 23	50	0.1876658525
1576	0 3 12 23 29 36	50	0.1990695412
1577	0 2 3 16 17 30	50	0.01262424529
1578	0 12 13 17 37 38	50	0.319378098
1579	0 9 19 22 23 36	50	0.0366151941
1580	0 2 10 13 26 29	50	0.34670217810000004
1581	0 12 13 23 33 36	50	0.8359935968000001
1582	0 3 9 17 41 46	50	0.09105544009
1583	0 2 3 23 28 42	50	0.020290115869999997
1584	0 12 19 21 23 49	50	0.5355291415
1585	0 1 5 9 13 25	50	0.3826811211
1586	0 3 12 17 37 47	50	0.4664890669
1587	0 12 13 20 23 28	50	0.1366378067
1588	0 2 16 17 19 42	50	0.0
1589	0 15 18 19 43 44	50	0.4674711139
1590	0 2 3 15 39 49	50	0.2849871025
1591	0 12 13 21 23 33	50	0.7647373216
1592	0 3 12 17 37 38	50	0.3840946204
1593	0 9 10 13 26 30	50	0.3371090461
1594	0 2 11 15 19 20	50	0.1219056007
1595	0 5 6 13 14 18	50	0.46056818060000004
1596	0 3 12 17 27 41	50	0.1133541199
1597	0 2 17 19 35 41	50	0.360742325
1598	0 2 16 17 19 38	50	0.0
1599	0 10 12 13 31 43	50	0.0
1600	0 1 4 5 9 19	50	0.2423900204
1601	0 3 10 18 26 45	50	0.7284831425999999
1602	0 3 12 23 25 28	50	0.01691952122
1603	0 3 10 18 30 31	50	0.046950610549999994
1604	0 2 19 21 23 32	50	0.5296278289
1605	0 10 13 18 31 47	50	0.03524318044
1606	0 8 10 12 19 33	50	0.6061766338000001
1607	0 3 15 18 27 39	50	0.1960839775
1608	0 13 14 17 18 37	50	0.15474957890000002
1609	0 3 5 12 24 25	50	0.9290401218000001
1610	0 2 13 17 37 49	50	0.32717283379999995
1611	0 2 3 10 20 31	50	0.0
1612	0 3 9 16 17 22	50	0.0302090007
1613	0 2 5 13 20 24	50	0.9613228316
1614	0 1 5 18 19 42	50	0.5422895975
1615	0 11 12 13 15 47	50	0.2857251929
1616	0 12 13 23 36 42	50	0.9220931063
1617	0 12 17 19 27 37	50	0.11313521230000001
1618	0 5 6 7 13 18	50	0.8185780625
1619	0 4 10 12 19 31	50	0.05094725505
1620	0 11 12 13 15 22	50	0.2024596352
1621	0 4 12 19 23 36	50	0.6381281277
1622	0 1 2 5 19 33	50	0.33946836820000004
1623	0 2 3 23 28 34	50	0.04974394565
1624	0 2 17 19 27 41	50	0.4746105675
1625	0 3 5 6 12 34	50	0.7782985512999999
1626	0 1 5 9 19 48	50	0.21666586440000002
1627	0 2 13 15 39 42	50	0.47119427210000003
1628	0 2 5 6 19 40	50	0.3102334366
1629	0 18 19 21 23 30	50	0.8610507439
1630	0 17 18 19 37 48	50	0.33629056479999997
1631	0 1 3 5 9 32	50	0.22294111960000002
1632	0 3 9 23 28 40	50	0.07007309831
1633	0 9 13 21 23 27	50	0.2011332693
1634	0 8 10 14 18 19	50	0.06363967977000001
1635	0 3 12 23 28 30	50	0.061602922129999994
1636	0 2 3 10 26 42	50	0.1230029297
1637	0 9 13 14 15 39	50	0.1915166059
1638	0 3 11 12 15 47	50	0.11040360869999999
1639	0 1 5 12 13 33	50	0.866996801
1640	0 2 7 11 15 19	50	0.00432282788
1641	0 9 19 23 25 28	50	0.1456258268
1642	0 2 15 19 33 44	50	0.33601740290000004
1643	0 9 13 17 37 43	50	0.1174218494
1644	0 8 10 13 18 46	50	0.6686881108999999
1645	0 9 13 17 34 41	50	0.5009626002
1646	0 5 9 19 24 33	50	0.4220791273
1647	0 9 17 19 27 37	50	0.01224185961
1648	0 1 5 9 13 14	50	0.07156167613
1649	0 3 9 17 25 37	50	0.2877482765
1650	0 13 18 23 28 45	50	0.4402752342
1651	0 8 10 12 13 22	50	0.5985587043999999
1652	0 5 6 18 19 45	50	0.8790201497
1653	0 3 9 10 26 30	50	0.5171538404
1654	0 3 18 23 36 48	50	0.2858964812
1655	0 2 3 14 23 36	50	0.07121202503
1656	0 1 5 7 12 13	50	0.36055651229999996
1657	0 7 8 10 13 18	50	0.6187528527
1658	0 5 18 19 24 25	50	0.9022793001
1659	0 3 12 21 22 23	50	0.13982063690000002
1660	0 9 17 19 38 41	50	0.1702843498
1661	0 2 3 15 39 43	50	0.4456045142
1662	0 3 7 10 12 31	50	0.03257714985
1663	0 10 12 19 26 32	50	0.5683415199
1664	0 3 18 23 36 45	50	0.690890435
1665	0 2 3 15 39 45	50	0.39804143909999995
1666	0 9 17 19 20 37	50	0.09912732719
1667	0 11 13 15 18 46	50	0.0041961234100000005
1668	0 12 13 16 17 46	50	0.0
1669	0 3 9 15 38 39	50	0.4339942952000001
1670	0 13 17 18 37 45	50	0.48463275079999996
1671	0 9 11 15 19 25	50	0.19586858149999997
1672	0 3 9 17 41 48	50	0.05449924218
1673	0 12 19 23 28 35	50	0.030359005960000008
1674	0 16 17 18 19 45	50	0.00668792684
1675	0 11 13 15 18 20	50	0.28132793300000003
1676	0 2 5 19 20 24	50	0.5125885661999999
1677	0 12 16 17 19 33	50	0.0
1678	0 3 4 8 9 10	50	0.6291956913000001
1679	0 9 13 21 23 32	50	0.1535819367
1680	0 2 3 21 23 35	50	0.4209636278
1681	0 12 15 19 32 39	50	0.3747062049
1682	0 3 5 6 18 43	50	0.6607082051000001
1683	0 9 15 19 39 43	50	0.412456065
1684	0 5 6 12 13 14	50	0.4089777506
1685	0 2 3 8 10 33	50	0.6779255716
1686	0 12 19 21 23 48	50	0.5797752811
1687	0 12 15 19 27 39	50	0.4426289513
1688	0 1 3 5 18 48	50	0.29975430010000004
1689	0 3 12 17 25 37	50	0.44726075439999996
1690	0 9 10 19 30 31	50	0.053700367740000005
1691	0 2 3 15 38 39	50	0.3754624547
1692	0 1 5 12 19 38	50	0.5558164704999999
1693	0 3 12 14 15 39	50	0.04022257677
1694	0 3 9 23 25 28	50	0.1274466628
1695	0 1 5 12 13 27	50	0.5080872036
1696	0 1 2 5 7 13	50	0.29357434860000003
1697	0 3 9 10 31 38	50	0.07676008537000001
1698	0 2 19 23 28 35	50	0.01470956156
1699	0 13 15 18 44 45	50	0.5028665363
1700	0 13 18 23 36 49	50	0.7520935081000001
1701	0 9 10 19 26 43	50	0.3263234102
1702	0 2 3 17 41 46	50	0.11007515300000001
1703	0 9 16 17 19 38	50	0.0
1704	0 2 13 14 23 36	50	0.3708543096
1705	0 2 5 6 19 38	50	0.3662142901
1706	0 12 13 15 39 47	50	0.41632612659999996
1707	0 9 13 17 41 43	50	0.2665189435
1708	0 3 11 12 15 35	50	0.01637827855
1709	0 10 12 13 31 45	50	0.0
1710	0 3 10 12 26 46	50	0.15707924650000002
1711	0 3 12 16 17 25	50	0.0
1712	0 5 7 12 19 24	50	0.497806525
1713	0 4 9 13 23 36	50	0.4766948987
1714	0 3 9 10 20 26	50	0.0
1715	0 2 5 6 19 46	50	0.07467378262999999
1716	0 2 3 7 10 31	50	0.005269677270000001
1717	0 2 17 19 41 43	50	0.4386426544
1718	0 9 10 19 26 30	50	0.3771186321
1719	0 2 5 13 24 45	50	0.9567591323
1720	0 3 5 12 24 49	50	0.6844214128999999
1721	0 7 15 18 19 39	50	0.30118096440000003
1722	0 3 10 18 31 33	50	0.09850315112
1723	0 3 5 9 20 24	50	0.0
1724	0 2 13 23 28 38	50	0.02135901423
1725	0 4 10 12 19 26	50	0.5916896654
1726	0 3 12 21 23 48	50	0.1506136862
1727	0 2 15 19 42 44	50	0.2403126631
1728	0 12 15 19 42 44	50	0.2848464058
1729	0 9 10 13 26 45	50	0.3980435813
1730	0 3 9 11 15 22	50	0.1113292009
1731	0 16 17 18 19 29	50	0.0
1732	0 2 19 20 21 23	50	0.5559012858
1733	0 3 9 22 23 36	50	0.1159336493
1734	0 2 13 21 23 34	50	0.8006524349999999
1735	0 3 12 16 17 48	50	0.01022402294
1736	0 2 3 15 42 44	50	0.02933858815
1737	0 1 5 13 18 29	50	0.7978226495999999
1738	0 2 5 6 19 29	50	0.3024326754
1739	0 13 17 18 30 41	50	0.5123480839
1740	0 2 3 10 31 32	50	0.0
1741	0 2 3 20 23 28	50	0.0
1742	0 2 13 16 17 27	50	0.02018550488
1743	0 12 19 23 34 36	50	0.6400575958
1744	0 3 8 9 10 27	50	0.1501178808
1745	0 9 13 16 17 34	50	0.3899137319
1746	0 18 19 21 23 46	50	0.1913564251
1747	0 2 19 21 23 30	50	0.8160849410000001
1748	0 11 13 15 18 22	50	0.22894141
1749	0 2 15 19 39 40	50	0.3614852387
1750	0 7 13 16 17 18	50	0.045101083939999995
1751	0 2 8 10 13 42	50	0.7622505116
1752	0 2 3 21 23 32	50	0.4191155944
1753	0 12 13 15 44 49	50	0.365499256
1754	0 17 18 19 35 41	50	0.3157364304
1755	0 9 11 15 19 20	50	0.17364913469999999
1756	0 13 18 23 28 34	50	0.4519876304
1757	0 12 13 15 40 44	50	0.3188542104
1758	0 4 13 17 18 37	50	0.5043757677
