Aniline,Ligand,Additive,Base,Aryl halide,Product,Yield
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.4504099086
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.1060791195
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.2696354436
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.41700050439999997
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.7364322423999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.05397058280000002
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.1205436323
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.01933202382
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.1429478531
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1cnoc1C,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.03744544243
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.00340410651
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)noc2,CN1CCCN2C1=NCCC2,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.0
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,COC(=O)c1noc(c1)c1ccco1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6424887053
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1noc(c1)c1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.6591039362
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)onc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.1334881918
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccno1,CN1CCCN2C1=NCCC2,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.8257086092
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)C,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.53675534
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.12689154789999998
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.1347157217
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.2365087488
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1ccco1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3639098731
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.1049048013
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.8568357471
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1conc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.6353284655
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0035536792900000007
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.1715607423
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.02234092607
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.0603417912
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1ccno1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7702732985999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.2582773903
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.7766689193999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.06575127297
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN1CCCN2C1=NCCC2,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.8382537223000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)noc2,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.00413827697
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.2140006849
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)onc2,CN1CCCN2C1=NCCC2,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.6052865164
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6542133393
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.06026719466
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.01005881291
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.463015164
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.05007207988
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)C,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3480628557
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.1564688259
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN1CCCN2C1=NCCC2,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.3971442231
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,COC(=O)c1noc(c1)c1cccs1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.0052608193000000004
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc2c(c1)onc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.16766176730000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1noc(c1)C,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.47555818
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.06581266653000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1noc(c1)c1ccccc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.4128466002
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)onc2,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.7324639173
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.027209239710000003
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3188044847
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1ccco1,CN1CCCN2C1=NCCC2,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.8338501146999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)OC,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3391258635
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Fc1cccc(c1c1ccno1)F,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.07713999512
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.5442113597
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.02633257106
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1onc(c1)C,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.8589473594
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.017282966650000002
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6688608560999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1conc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.5383922890999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Fc1cccc(c1c1ccno1)F,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.34181383400000004
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.35153292810000003
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.19999826269999998
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.33603843040000003
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.1516491224
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3344709826
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3341994964
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CN1CCCN2C1=NCCC2,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.08431077781999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.08470252240000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.7481544975
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1ccno1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.00862838268
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1ccno1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.08039691846000001
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3902512557
